term	language	type	decade	count
philosophy	Spanish	search_term	1630	8
violence	English	search_term	1630	4
nation, people	Spanish	search_term	1630	24
monarchy	Spanish	search_term	1630	11
justice	Italian	search_term	1630	2
monarchy	Latin	search_term	1630	9
law	French	search_term	1630	3
republic	French	search_term	1630	12
philosophy	Italian	search_term	1630	3
state	French	search_term	1630	8
justice	Latin	search_term	1630	19
nation, people	Italian	search_term	1630	9
state	Dutch	search_term	1630	1
science	Italian	search_term	1630	9
right	Italian	search_term	1630	1
republic	Spanish	search_term	1630	1
violence	German	search_term	1630	9
king, queen	German	search_term	1630	1
nation, people	German	search_term	1630	1
monarchy	Italian	search_term	1630	1
state	German	search_term	1630	1
nation, people	Dutch	search_term	1630	1
holy	English	common_term	1630	1884
historia	Spanish	common_term	1630	137
heeren	Dutch	common_term	1630	121
gottes	German	common_term	1630	127
man	English	common_term	1630	872
morte	Italian	common_term	1630	49
vie	French	common_term	1630	184
andere	Dutch	common_term	1630	30
vida	Spanish	common_term	1630	111
reichs	German	common_term	1630	95
guerre	French	common_term	1630	91
sancti	Latin	common_term	1630	247
doctoris	Latin	common_term	1630	277
vita	Italian	common_term	1630	126
state	English	search_term	1640	2642
right	German	search_term	1640	78
right	English	search_term	1640	5812
king, queen	English	search_term	1640	9873
nation, people	English	search_term	1640	3153
republic	English	search_term	1640	789
justice	English	search_term	1640	759
law	English	search_term	1640	1151
monarchy	Latin	search_term	1640	45
monarchy	English	search_term	1640	298
king, queen	French	search_term	1640	182
right	Latin	search_term	1640	317
king, queen	Latin	search_term	1640	346
king, queen	German	search_term	1640	4
republic	Latin	search_term	1640	201
justice	French	search_term	1640	30
philosophy	French	search_term	1640	75
law	Spanish	search_term	1640	77
Enlightenment	French	search_term	1640	23
nation, people	French	search_term	1640	113
state	Italian	search_term	1640	102
right	French	search_term	1640	43
king, queen	Dutch	search_term	1640	12
science	French	search_term	1640	68
law	Latin	search_term	1640	76
nation, people	Italian	search_term	1640	23
king, queen	Italian	search_term	1640	85
right	Dutch	search_term	1640	61
law	Dutch	search_term	1640	34
philosophy	English	search_term	1640	23
revolution	English	search_term	1640	25
violence	English	search_term	1640	70
state	Spanish	search_term	1640	50
king, queen	Spanish	search_term	1640	204
science	Spanish	search_term	1640	3
philosophy	Spanish	search_term	1640	16
nation, people	Spanish	search_term	1640	41
justice	Latin	search_term	1640	17
science	Latin	search_term	1640	36
republic	French	search_term	1640	9
science	Italian	search_term	1640	10
right	Spanish	search_term	1640	41
science	German	search_term	1640	5
state	German	search_term	1640	6
monarchy	French	search_term	1640	8
monarchy	Dutch	search_term	1640	1
state	French	search_term	1640	14
law	Italian	search_term	1640	11
justice	Spanish	search_term	1640	14
justice	Italian	search_term	1640	3
science	English	search_term	1640	7
state	Latin	search_term	1640	8
nation, people	Dutch	search_term	1640	6
monarchy	Spanish	search_term	1640	8
revolution	French	search_term	1640	2
justice	German	search_term	1640	3
state	Dutch	search_term	1640	2
violence	French	search_term	1640	1
republic	Spanish	search_term	1640	2
law	French	search_term	1640	1
monarchy	Italian	search_term	1640	2
philosophy	Italian	search_term	1640	1
violence	German	search_term	1640	1
reichs	German	common_term	1640	73
man	English	common_term	1640	1249
historia	Spanish	common_term	1640	105
vie	French	common_term	1640	416
holy	English	common_term	1640	1572
heeren	Dutch	common_term	1640	231
gottes	German	common_term	1640	165
vida	Spanish	common_term	1640	114
doctoris	Latin	common_term	1640	212
vita	Italian	common_term	1640	154
guerre	French	common_term	1640	172
sancti	Latin	common_term	1640	206
andere	Dutch	common_term	1640	74
morte	Italian	common_term	1640	42
republic	English	search_term	1650	3504
nation, people	English	search_term	1650	4039
republic	Latin	search_term	1650	137
right	English	search_term	1650	2146
state	Italian	search_term	1650	57
state	English	search_term	1650	2212
king, queen	English	search_term	1650	3214
philosophy	French	search_term	1650	103
philosophy	English	search_term	1650	251
monarchy	English	search_term	1650	600
law	English	search_term	1650	1589
justice	English	search_term	1650	834
right	Latin	search_term	1650	335
king, queen	Latin	search_term	1650	345
law	Latin	search_term	1650	78
law	Spanish	search_term	1650	65
state	Latin	search_term	1650	9
right	Dutch	search_term	1650	94
right	Spanish	search_term	1650	40
violence	English	search_term	1650	60
right	French	search_term	1650	28
revolution	English	search_term	1650	37
king, queen	Italian	search_term	1650	69
right	German	search_term	1650	75
king, queen	Spanish	search_term	1650	168
science	English	search_term	1650	59
justice	Spanish	search_term	1650	15
nation, people	Italian	search_term	1650	6
nation, people	Spanish	search_term	1650	31
science	Dutch	search_term	1650	3
law	Dutch	search_term	1650	59
monarchy	French	search_term	1650	25
nation, people	Dutch	search_term	1650	15
science	Latin	search_term	1650	46
justice	German	search_term	1650	11
king, queen	French	search_term	1650	103
nation, people	French	search_term	1650	67
justice	Latin	search_term	1650	61
science	French	search_term	1650	68
king, queen	Dutch	search_term	1650	31
monarchy	Spanish	search_term	1650	10
state	German	search_term	1650	6
republic	French	search_term	1650	21
justice	French	search_term	1650	16
Enlightenment	French	search_term	1650	23
state	French	search_term	1650	10
monarchy	Latin	search_term	1650	44
state	Spanish	search_term	1650	36
republic	Spanish	search_term	1650	3
monarchy	Dutch	search_term	1650	2
law	Italian	search_term	1650	6
monarchy	Italian	search_term	1650	5
Enlightenment	Italian	search_term	1650	2
republic	Italian	search_term	1650	1
revolution	German	search_term	1650	1
philosophy	Italian	search_term	1650	2
science	German	search_term	1650	1
law	French	search_term	1650	6
revolution	French	search_term	1650	3
philosophy	German	search_term	1650	5
king, queen	German	search_term	1650	1
right	Italian	search_term	1650	2
nation, people	Latin	search_term	1650	3
science	Italian	search_term	1650	4
violence	Italian	search_term	1650	1
state	Dutch	search_term	1650	5
violence	Dutch	search_term	1650	1
historia	Spanish	common_term	1650	82
man	English	common_term	1650	1421
heeren	Dutch	common_term	1650	343
holy	English	common_term	1650	1955
vie	French	common_term	1650	347
doctoris	Latin	common_term	1650	217
vita	Italian	common_term	1650	158
vida	Spanish	common_term	1650	112
guerre	French	common_term	1650	97
sancti	Latin	common_term	1650	210
andere	Dutch	common_term	1650	86
reichs	German	common_term	1650	81
gottes	German	common_term	1650	158
morte	Italian	common_term	1650	39
state	English	search_term	1660	1478
justice	English	search_term	1660	677
king, queen	Latin	search_term	1660	338
right	English	search_term	1660	1591
king, queen	English	search_term	1660	7240
nation, people	English	search_term	1660	2707
right	Latin	search_term	1660	312
republic	English	search_term	1660	283
philosophy	English	search_term	1660	330
law	English	search_term	1660	1083
science	English	search_term	1660	45
justice	Spanish	search_term	1660	11
right	German	search_term	1660	81
law	Latin	search_term	1660	90
philosophy	German	search_term	1660	5
monarchy	English	search_term	1660	350
nation, people	Spanish	search_term	1660	24
state	Dutch	search_term	1660	42
violence	English	search_term	1660	26
justice	French	search_term	1660	55
science	French	search_term	1660	97
republic	Latin	search_term	1660	143
justice	German	search_term	1660	6
king, queen	French	search_term	1660	159
law	Spanish	search_term	1660	48
king, queen	Dutch	search_term	1660	75
king, queen	Spanish	search_term	1660	156
right	French	search_term	1660	55
nation, people	French	search_term	1660	43
king, queen	Italian	search_term	1660	91
philosophy	French	search_term	1660	101
state	Italian	search_term	1660	55
Enlightenment	French	search_term	1660	37
nation, people	Dutch	search_term	1660	5
monarchy	Dutch	search_term	1660	3
monarchy	French	search_term	1660	43
philosophy	Italian	search_term	1660	4
law	Italian	search_term	1660	14
nation, people	Latin	search_term	1660	4
violence	Spanish	search_term	1660	1
nation, people	Italian	search_term	1660	5
state	Latin	search_term	1660	4
philosophy	Spanish	search_term	1660	1
state	Spanish	search_term	1660	32
right	Spanish	search_term	1660	31
justice	Latin	search_term	1660	15
violence	German	search_term	1660	6
right	Italian	search_term	1660	6
state	French	search_term	1660	22
science	Latin	search_term	1660	50
state	German	search_term	1660	21
science	Italian	search_term	1660	7
science	Spanish	search_term	1660	8
monarchy	Spanish	search_term	1660	14
right	Dutch	search_term	1660	49
monarchy	Latin	search_term	1660	8
law	French	search_term	1660	3
law	Dutch	search_term	1660	29
republic	Spanish	search_term	1660	2
republic	German	search_term	1660	1
justice	Italian	search_term	1660	4
republic	French	search_term	1660	10
king, queen	German	search_term	1660	1
revolution	English	search_term	1660	3
Enlightenment	Italian	search_term	1660	1
republic	Italian	search_term	1660	1
monarchy	German	search_term	1660	1
man	English	common_term	1660	695
heeren	Dutch	common_term	1660	489
vida	Spanish	common_term	1660	136
holy	English	common_term	1660	1203
vita	Italian	common_term	1660	153
sancti	Latin	common_term	1660	181
gottes	German	common_term	1660	205
andere	Dutch	common_term	1660	147
vie	French	common_term	1660	490
reichs	German	common_term	1660	81
guerre	French	common_term	1660	99
doctoris	Latin	common_term	1660	251
historia	Spanish	common_term	1660	101
morte	Italian	common_term	1660	28
king, queen	English	search_term	1670	4201
right	English	search_term	1670	1549
nation, people	English	search_term	1670	1564
monarchy	Spanish	search_term	1670	13
justice	English	search_term	1670	548
state	English	search_term	1670	2112
law	English	search_term	1670	849
monarchy	English	search_term	1670	87
right	German	search_term	1670	75
law	Latin	search_term	1670	82
king, queen	French	search_term	1670	113
philosophy	English	search_term	1670	193
right	French	search_term	1670	85
science	French	search_term	1670	100
state	French	search_term	1670	56
republic	Latin	search_term	1670	162
philosophy	French	search_term	1670	125
king, queen	Spanish	search_term	1670	172
law	French	search_term	1670	5
justice	French	search_term	1670	45
science	Latin	search_term	1670	48
state	Italian	search_term	1670	77
right	Latin	search_term	1670	186
monarchy	Italian	search_term	1670	17
king, queen	Italian	search_term	1670	73
state	German	search_term	1670	26
revolution	English	search_term	1670	52
king, queen	Latin	search_term	1670	409
right	Spanish	search_term	1670	22
law	Spanish	search_term	1670	50
right	Dutch	search_term	1670	40
law	Dutch	search_term	1670	27
science	Spanish	search_term	1670	7
king, queen	Dutch	search_term	1670	65
justice	Latin	search_term	1670	28
nation, people	Dutch	search_term	1670	24
justice	Spanish	search_term	1670	9
nation, people	French	search_term	1670	63
state	Spanish	search_term	1670	28
law	Italian	search_term	1670	15
monarchy	Latin	search_term	1670	27
nation, people	Italian	search_term	1670	28
justice	German	search_term	1670	13
revolution	French	search_term	1670	4
Enlightenment	French	search_term	1670	21
monarchy	Dutch	search_term	1670	6
philosophy	Italian	search_term	1670	15
science	Italian	search_term	1670	11
science	English	search_term	1670	25
violence	English	search_term	1670	21
monarchy	French	search_term	1670	9
republic	English	search_term	1670	38
republic	Spanish	search_term	1670	12
philosophy	German	search_term	1670	3
violence	French	search_term	1670	2
state	Latin	search_term	1670	5
justice	Italian	search_term	1670	5
state	Dutch	search_term	1670	10
nation, people	Spanish	search_term	1670	26
republic	French	search_term	1670	11
violence	German	search_term	1670	7
philosophy	Spanish	search_term	1670	14
right	Italian	search_term	1670	5
monarchy	German	search_term	1670	11
science	Dutch	search_term	1670	3
nation, people	German	search_term	1670	3
science	German	search_term	1670	3
king, queen	German	search_term	1670	1
violence	Spanish	search_term	1670	1
holy	English	common_term	1670	1720
guerre	French	common_term	1670	115
doctoris	Latin	common_term	1670	216
sancti	Latin	common_term	1670	218
man	English	common_term	1670	1355
heeren	Dutch	common_term	1670	326
vita	Italian	common_term	1670	241
vida	Spanish	common_term	1670	239
vie	French	common_term	1670	523
gottes	German	common_term	1670	177
reichs	German	common_term	1670	85
historia	Spanish	common_term	1670	120
morte	Italian	common_term	1670	71
andere	Dutch	common_term	1670	103
justice	English	search_term	1680	774
nation, people	English	search_term	1680	2026
king, queen	English	search_term	1680	10619
state	English	search_term	1680	2954
law	English	search_term	1680	1373
revolution	English	search_term	1680	177
right	English	search_term	1680	3410
state	French	search_term	1680	186
king, queen	French	search_term	1680	221
republic	Latin	search_term	1680	105
king, queen	Italian	search_term	1680	115
science	Latin	search_term	1680	67
king, queen	Latin	search_term	1680	304
monarchy	English	search_term	1680	512
right	German	search_term	1680	93
nation, people	French	search_term	1680	106
republic	French	search_term	1680	69
right	Latin	search_term	1680	108
philosophy	English	search_term	1680	208
science	French	search_term	1680	33
king, queen	Spanish	search_term	1680	168
state	Italian	search_term	1680	62
nation, people	Latin	search_term	1680	1
state	Dutch	search_term	1680	55
king, queen	Dutch	search_term	1680	207
state	Spanish	search_term	1680	41
law	Latin	search_term	1680	42
philosophy	French	search_term	1680	123
nation, people	Dutch	search_term	1680	11
law	Italian	search_term	1680	32
justice	Spanish	search_term	1680	12
science	English	search_term	1680	46
law	French	search_term	1680	11
nation, people	Spanish	search_term	1680	50
right	French	search_term	1680	157
justice	Latin	search_term	1680	21
science	German	search_term	1680	3
justice	French	search_term	1680	50
state	German	search_term	1680	58
violence	English	search_term	1680	15
monarchy	Spanish	search_term	1680	9
monarchy	Latin	search_term	1680	52
science	Italian	search_term	1680	11
republic	English	search_term	1680	112
philosophy	Spanish	search_term	1680	2
violence	German	search_term	1680	4
violence	French	search_term	1680	4
law	Spanish	search_term	1680	57
nation, people	Italian	search_term	1680	11
right	Spanish	search_term	1680	13
revolution	French	search_term	1680	3
monarchy	German	search_term	1680	2
Enlightenment	French	search_term	1680	16
right	Dutch	search_term	1680	24
law	Dutch	search_term	1680	16
king, queen	German	search_term	1680	9
justice	German	search_term	1680	3
monarchy	French	search_term	1680	20
philosophy	Italian	search_term	1680	10
justice	Italian	search_term	1680	3
philosophy	German	search_term	1680	9
Enlightenment	Italian	search_term	1680	1
republic	Spanish	search_term	1680	1
monarchy	Italian	search_term	1680	2
revolution	Spanish	search_term	1680	3
republic	Italian	search_term	1680	3
nation, people	German	search_term	1680	1
right	Italian	search_term	1680	1
monarchy	Dutch	search_term	1680	1
guerre	French	common_term	1680	150
man	English	common_term	1680	1061
holy	English	common_term	1680	2187
sancti	Latin	common_term	1680	206
heeren	Dutch	common_term	1680	446
vie	French	common_term	1680	519
vita	Italian	common_term	1680	180
doctoris	Latin	common_term	1680	265
reichs	German	common_term	1680	88
gottes	German	common_term	1680	204
historia	Spanish	common_term	1680	101
vida	Spanish	common_term	1680	231
andere	Dutch	common_term	1680	130
morte	Italian	common_term	1680	74
king, queen	English	search_term	1690	9160
right	English	search_term	1690	2395
state	English	search_term	1690	2450
nation, people	English	search_term	1690	2673
law	English	search_term	1690	865
justice	English	search_term	1690	386
monarchy	English	search_term	1690	148
law	Latin	search_term	1690	61
king, queen	Latin	search_term	1690	254
science	French	search_term	1690	82
king, queen	Dutch	search_term	1690	145
philosophy	French	search_term	1690	102
revolution	English	search_term	1690	287
nation, people	French	search_term	1690	66
philosophy	English	search_term	1690	317
justice	Spanish	search_term	1690	13
right	German	search_term	1690	135
king, queen	French	search_term	1690	356
right	French	search_term	1690	115
republic	English	search_term	1690	50
state	French	search_term	1690	208
justice	French	search_term	1690	37
king, queen	Italian	search_term	1690	94
right	Dutch	search_term	1690	32
right	Latin	search_term	1690	91
science	English	search_term	1690	101
state	Spanish	search_term	1690	28
king, queen	Spanish	search_term	1690	116
republic	Latin	search_term	1690	68
state	German	search_term	1690	58
violence	German	search_term	1690	13
republic	Dutch	search_term	1690	1
state	Italian	search_term	1690	57
monarchy	French	search_term	1690	41
violence	English	search_term	1690	23
republic	French	search_term	1690	22
law	Spanish	search_term	1690	68
science	Latin	search_term	1690	10
revolution	French	search_term	1690	32
state	Dutch	search_term	1690	35
law	French	search_term	1690	14
philosophy	Spanish	search_term	1690	14
monarchy	German	search_term	1690	9
law	Italian	search_term	1690	18
justice	Latin	search_term	1690	31
nation, people	Italian	search_term	1690	8
right	Spanish	search_term	1690	17
violence	French	search_term	1690	1
right	Italian	search_term	1690	5
law	Dutch	search_term	1690	13
science	Spanish	search_term	1690	7
nation, people	Spanish	search_term	1690	19
philosophy	Italian	search_term	1690	15
monarchy	Italian	search_term	1690	7
revolution	German	search_term	1690	3
violence	Latin	search_term	1690	2
monarchy	Dutch	search_term	1690	5
monarchy	Spanish	search_term	1690	4
king, queen	German	search_term	1690	5
state	Latin	search_term	1690	3
republic	Spanish	search_term	1690	2
Enlightenment	French	search_term	1690	17
justice	Italian	search_term	1690	9
nation, people	Dutch	search_term	1690	9
nation, people	German	search_term	1690	1
republic	Italian	search_term	1690	1
monarchy	Latin	search_term	1690	5
science	Italian	search_term	1690	7
violence	Spanish	search_term	1690	1
revolution	Italian	search_term	1690	2
justice	German	search_term	1690	4
philosophy	German	search_term	1690	3
Enlightenment	Italian	search_term	1690	1
science	German	search_term	1690	1
revolution	Dutch	search_term	1690	1
vie	French	common_term	1690	816
man	English	common_term	1690	975
holy	English	common_term	1690	1548
sancti	Latin	common_term	1690	215
doctoris	Latin	common_term	1690	135
gottes	German	common_term	1690	351
heeren	Dutch	common_term	1690	189
andere	Dutch	common_term	1690	119
reichs	German	common_term	1690	119
historia	Spanish	common_term	1690	102
vita	Italian	common_term	1690	156
guerre	French	common_term	1690	101
vida	Spanish	common_term	1690	143
morte	Italian	common_term	1690	42
king, queen	Latin	search_term	16u0	14
state	Italian	search_term	16u0	10
monarchy	Dutch	search_term	16u0	2
king, queen	English	search_term	16u0	64
right	English	search_term	16u0	27
right	French	search_term	16u0	6
right	Spanish	search_term	16u0	6
law	Spanish	search_term	16u0	12
king, queen	Spanish	search_term	16u0	24
right	Dutch	search_term	16u0	6
law	Dutch	search_term	16u0	4
law	English	search_term	16u0	19
monarchy	Spanish	search_term	16u0	2
king, queen	Italian	search_term	16u0	12
right	Latin	search_term	16u0	8
state	English	search_term	16u0	11
nation, people	English	search_term	16u0	17
king, queen	French	search_term	16u0	3
justice	English	search_term	16u0	2
state	Spanish	search_term	16u0	12
justice	Spanish	search_term	16u0	7
republic	English	search_term	16u0	3
republic	Latin	search_term	16u0	4
nation, people	French	search_term	16u0	3
king, queen	Dutch	search_term	16u0	1
republic	Italian	search_term	16u0	2
philosophy	French	search_term	16u0	4
law	Italian	search_term	16u0	4
justice	French	search_term	16u0	1
science	Latin	search_term	16u0	1
state	German	search_term	16u0	3
philosophy	Spanish	search_term	16u0	1
right	German	search_term	16u0	2
philosophy	Italian	search_term	16u0	1
republic	Spanish	search_term	16u0	1
science	French	search_term	16u0	2
monarchy	English	search_term	16u0	1
nation, people	Italian	search_term	16u0	1
sancti	Latin	common_term	16u0	7
man	English	common_term	16u0	54
vie	French	common_term	16u0	18
holy	English	common_term	16u0	9
vida	Spanish	common_term	16u0	13
historia	Spanish	common_term	16u0	6
vita	Italian	common_term	16u0	22
guerre	French	common_term	16u0	2
doctoris	Latin	common_term	16u0	9
morte	Italian	common_term	16u0	8
reichs	German	common_term	16u0	4
andere	Dutch	common_term	16u0	5
gottes	German	common_term	16u0	4
heeren	Dutch	common_term	16u0	9
right	English	search_term	1700	4099
state	English	search_term	1700	2989
king, queen	English	search_term	1700	6880
king, queen	Latin	search_term	1700	243
nation, people	English	search_term	1700	2404
justice	English	search_term	1700	519
law	English	search_term	1700	1101
philosophy	German	search_term	1700	8
right	French	search_term	1700	224
revolution	English	search_term	1700	282
law	Spanish	search_term	1700	68
king, queen	Italian	search_term	1700	94
king, queen	Spanish	search_term	1700	275
monarchy	English	search_term	1700	283
state	German	search_term	1700	54
king, queen	Dutch	search_term	1700	95
king, queen	French	search_term	1700	388
republic	Latin	search_term	1700	118
justice	Latin	search_term	1700	22
state	Italian	search_term	1700	53
monarchy	German	search_term	1700	31
philosophy	English	search_term	1700	315
right	German	search_term	1700	186
philosophy	French	search_term	1700	43
monarchy	Spanish	search_term	1700	28
state	French	search_term	1700	222
science	German	search_term	1700	10
nation, people	Dutch	search_term	1700	16
nation, people	French	search_term	1700	133
state	Dutch	search_term	1700	36
state	Spanish	search_term	1700	40
nation, people	Spanish	search_term	1700	37
republic	English	search_term	1700	40
science	Latin	search_term	1700	26
republic	Italian	search_term	1700	12
right	Latin	search_term	1700	80
monarchy	Latin	search_term	1700	13
law	Latin	search_term	1700	52
right	Dutch	search_term	1700	25
law	Dutch	search_term	1700	20
monarchy	Dutch	search_term	1700	9
science	English	search_term	1700	12
monarchy	French	search_term	1700	25
justice	French	search_term	1700	51
violence	Italian	search_term	1700	4
violence	German	search_term	1700	18
justice	Spanish	search_term	1700	20
science	Italian	search_term	1700	13
right	Spanish	search_term	1700	26
Enlightenment	French	search_term	1700	8
science	French	search_term	1700	43
nation, people	Italian	search_term	1700	17
law	French	search_term	1700	16
republic	French	search_term	1700	28
justice	German	search_term	1700	13
revolution	French	search_term	1700	6
nation, people	Latin	search_term	1700	1
Enlightenment	Italian	search_term	1700	1
monarchy	Italian	search_term	1700	17
violence	English	search_term	1700	3
law	Italian	search_term	1700	15
justice	Italian	search_term	1700	3
philosophy	Italian	search_term	1700	5
science	Spanish	search_term	1700	1
king, queen	German	search_term	1700	6
right	Italian	search_term	1700	2
revolution	German	search_term	1700	1
justice	Dutch	search_term	1700	1
violence	Dutch	search_term	1700	2
philosophy	Spanish	search_term	1700	1
nation, people	German	search_term	1700	1
heeren	Dutch	common_term	1700	189
vie	French	common_term	1700	516
reichs	German	common_term	1700	89
holy	English	common_term	1700	1646
sancti	Latin	common_term	1700	197
man	English	common_term	1700	1042
vita	Italian	common_term	1700	157
gottes	German	common_term	1700	427
doctoris	Latin	common_term	1700	146
morte	Italian	common_term	1700	34
andere	Dutch	common_term	1700	85
vida	Spanish	common_term	1700	105
guerre	French	common_term	1700	201
historia	Spanish	common_term	1700	97
right	English	search_term	1710	3994
king, queen	Dutch	search_term	1710	57
right	German	search_term	1710	172
king, queen	Italian	search_term	1710	81
king, queen	English	search_term	1710	6866
state	English	search_term	1710	3681
law	English	search_term	1710	1646
monarchy	Spanish	search_term	1710	9
revolution	English	search_term	1710	535
nation, people	English	search_term	1710	2446
king, queen	Latin	search_term	1710	219
justice	English	search_term	1710	755
nation, people	Latin	search_term	1710	6
king, queen	Spanish	search_term	1710	151
king, queen	French	search_term	1710	602
monarchy	English	search_term	1710	398
philosophy	English	search_term	1710	252
state	French	search_term	1710	310
nation, people	French	search_term	1710	141
justice	French	search_term	1710	139
science	English	search_term	1710	55
republic	Latin	search_term	1710	86
law	Latin	search_term	1710	46
revolution	French	search_term	1710	10
monarchy	French	search_term	1710	47
right	French	search_term	1710	226
justice	Latin	search_term	1710	31
philosophy	French	search_term	1710	39
justice	Italian	search_term	1710	5
science	Latin	search_term	1710	27
state	German	search_term	1710	91
right	Latin	search_term	1710	134
state	Italian	search_term	1710	49
right	Dutch	search_term	1710	13
law	Dutch	search_term	1710	13
state	Spanish	search_term	1710	40
science	French	search_term	1710	72
law	French	search_term	1710	23
nation, people	Spanish	search_term	1710	34
nation, people	Italian	search_term	1710	11
law	Spanish	search_term	1710	70
science	Italian	search_term	1710	32
right	Spanish	search_term	1710	33
justice	Spanish	search_term	1710	18
republic	English	search_term	1710	31
justice	German	search_term	1710	5
philosophy	German	search_term	1710	16
nation, people	Dutch	search_term	1710	21
law	Italian	search_term	1710	8
violence	German	search_term	1710	13
state	Dutch	search_term	1710	18
republic	French	search_term	1710	30
king, queen	German	search_term	1710	9
violence	English	search_term	1710	15
science	German	search_term	1710	9
monarchy	Latin	search_term	1710	2
republic	Italian	search_term	1710	12
Enlightenment	French	search_term	1710	10
monarchy	German	search_term	1710	14
right	Italian	search_term	1710	9
philosophy	Italian	search_term	1710	5
monarchy	Italian	search_term	1710	3
state	Latin	search_term	1710	6
philosophy	Spanish	search_term	1710	2
violence	French	search_term	1710	1
monarchy	Dutch	search_term	1710	2
man	English	common_term	1710	1018
reichs	German	common_term	1710	153
historia	Spanish	common_term	1710	57
holy	English	common_term	1710	1550
vie	French	common_term	1710	503
gottes	German	common_term	1710	387
guerre	French	common_term	1710	101
doctoris	Latin	common_term	1710	140
vita	Italian	common_term	1710	200
morte	Italian	common_term	1710	35
andere	Dutch	common_term	1710	37
heeren	Dutch	common_term	1710	129
sancti	Latin	common_term	1710	163
vida	Spanish	common_term	1710	99
king, queen	English	search_term	1720	3304
king, queen	French	search_term	1720	527
nation, people	English	search_term	1720	2467
state	English	search_term	1720	2577
justice	English	search_term	1720	532
state	Italian	search_term	1720	58
right	English	search_term	1720	2540
king, queen	Italian	search_term	1720	111
nation, people	Italian	search_term	1720	12
right	French	search_term	1720	416
nation, people	French	search_term	1720	180
law	English	search_term	1720	1644
republic	Latin	search_term	1720	87
state	French	search_term	1720	276
revolution	English	search_term	1720	246
king, queen	Spanish	search_term	1720	206
monarchy	French	search_term	1720	115
philosophy	English	search_term	1720	424
right	German	search_term	1720	186
science	Italian	search_term	1720	33
republic	English	search_term	1720	102
right	Latin	search_term	1720	271
monarchy	Latin	search_term	1720	7
king, queen	Latin	search_term	1720	241
science	English	search_term	1720	92
philosophy	French	search_term	1720	109
justice	French	search_term	1720	112
philosophy	German	search_term	1720	38
justice	Spanish	search_term	1720	21
monarchy	German	search_term	1720	16
science	French	search_term	1720	86
right	Spanish	search_term	1720	61
law	Spanish	search_term	1720	93
state	German	search_term	1720	71
philosophy	Italian	search_term	1720	7
king, queen	Dutch	search_term	1720	22
monarchy	English	search_term	1720	110
law	Latin	search_term	1720	69
right	Italian	search_term	1720	8
law	Italian	search_term	1720	27
right	Dutch	search_term	1720	30
law	Dutch	search_term	1720	16
state	Dutch	search_term	1720	26
nation, people	Dutch	search_term	1720	14
science	German	search_term	1720	5
king, queen	German	search_term	1720	7
Enlightenment	French	search_term	1720	18
state	Spanish	search_term	1720	33
nation, people	Spanish	search_term	1720	47
republic	Italian	search_term	1720	30
science	Latin	search_term	1720	24
violence	English	search_term	1720	10
law	French	search_term	1720	3
monarchy	Spanish	search_term	1720	11
philosophy	Spanish	search_term	1720	9
republic	Spanish	search_term	1720	2
monarchy	Dutch	search_term	1720	2
republic	French	search_term	1720	35
violence	French	search_term	1720	1
justice	German	search_term	1720	13
state	Latin	search_term	1720	6
revolution	French	search_term	1720	6
violence	German	search_term	1720	10
science	Spanish	search_term	1720	11
justice	Latin	search_term	1720	12
justice	Italian	search_term	1720	2
nation, people	German	search_term	1720	2
republic	Dutch	search_term	1720	1
revolution	Spanish	search_term	1720	1
Enlightenment	Italian	search_term	1720	2
monarchy	Italian	search_term	1720	1
holy	English	common_term	1720	1559
vie	French	common_term	1720	504
doctoris	Latin	common_term	1720	132
gottes	German	common_term	1720	420
vida	Spanish	common_term	1720	219
vita	Italian	common_term	1720	300
man	English	common_term	1720	900
sancti	Latin	common_term	1720	188
reichs	German	common_term	1720	127
guerre	French	common_term	1720	112
heeren	Dutch	common_term	1720	124
andere	Dutch	common_term	1720	84
historia	Spanish	common_term	1720	187
morte	Italian	common_term	1720	43
right	English	search_term	1730	3027
state	English	search_term	1730	3064
king, queen	English	search_term	1730	3428
king, queen	Latin	search_term	1730	214
nation, people	English	search_term	1730	2583
philosophy	English	search_term	1730	596
right	French	search_term	1730	662
king, queen	French	search_term	1730	539
law	English	search_term	1730	1455
monarchy	English	search_term	1730	49
nation, people	French	search_term	1730	181
right	Latin	search_term	1730	380
justice	English	search_term	1730	625
right	German	search_term	1730	222
king, queen	Italian	search_term	1730	168
republic	Italian	search_term	1730	14
justice	French	search_term	1730	88
philosophy	French	search_term	1730	111
science	English	search_term	1730	60
monarchy	French	search_term	1730	78
state	French	search_term	1730	152
right	Spanish	search_term	1730	42
law	Spanish	search_term	1730	106
law	Latin	search_term	1730	82
king, queen	Spanish	search_term	1730	182
revolution	English	search_term	1730	136
science	Latin	search_term	1730	49
philosophy	German	search_term	1730	68
monarchy	Spanish	search_term	1730	8
republic	French	search_term	1730	43
science	French	search_term	1730	70
science	German	search_term	1730	16
science	Italian	search_term	1730	60
philosophy	Italian	search_term	1730	31
state	Italian	search_term	1730	65
state	German	search_term	1730	70
republic	Latin	search_term	1730	94
republic	English	search_term	1730	93
state	Dutch	search_term	1730	52
nation, people	Spanish	search_term	1730	35
right	Dutch	search_term	1730	19
law	Dutch	search_term	1730	13
justice	German	search_term	1730	10
state	Spanish	search_term	1730	35
philosophy	Spanish	search_term	1730	4
monarchy	German	search_term	1730	6
king, queen	German	search_term	1730	5
